metabolite_id	metabolite_name
pendecaeth_e	Pentadecanoyl Thanolamide (C15:0) (pendecaeth_e)
sphmyln180241_hs_e	Sm (D18:0/24:1), Sphingomyelin (sphmyln180241_hs_e)
sphmyln18117_hs_e	Sm (D18:1/17:0), Sphingomyelin (sphmyln18117_hs_e)
sphmyln18118_hs_e	Sm (D18:1/18:0), Sphingomyelin (sphmyln18118_hs_e)
sphmyln18120_hs_e	Sm (D18:1/20:0), Sphingomyelin (sphmyln18120_hs_e)
sphmyln181201_hs_e	Sm (D18:1/20:1), Sphingomyelin (sphmyln181201_hs_e)
sphmyln18123_hs_e	Sm (D18:1/23:0), Sphingomyelin (sphmyln18123_hs_e)
sphmyln1824_hs_e	Sm (D18:0/24:0), Sphingomyelin (sphmyln1824_hs_e)
steeth_e	Stearoyl Ethanolamide (steeth_e)
tetdecaeth_e	C14:0-Ethanolamide, Tetradecanoyl Ethanolamide (tetdecaeth_e)
thrnt_e	L-Threonate (thrnt_e)
tmlys_e	N6,N6,N6-Trimethyl-L-lysine (tmlys_e)
urcan_e	Urocanate C6H5N2O2 (urcan_e)
xolest182_hs_e	1-Linoleoyl-Cholesterol, Cholesterol-Ester (18:2, Delta 9, 12) (xolest182_hs_e)
xolest183_hs_e	1-Gamma-Linolenoyl-Cholesterol, Cholesterol-Ester (18:3, Delta 6, 9, 12) (xolest183_hs_e)
xolest204_hs_e	Cholesteryl Arachidonate, Cholesterol-Ester (20:4, Delta 5,8,11,14) (xolest204_hs_e)
xolest226_hs_e	Cholesteryl Docosahexanoate, Cholesterol-Ester (22:6, Delta 4,7,10,13,16,19) (xolest226_hs_e)
aclys_m	Acetyl-L-Lysine (aclys_m)
HC00319_e	Malonate; propanedioate (HC00319_e)
HC00900_c	Methylmalonate (HC00900_c)
pe15_hs_e	1-Pentadecanoylglycerophosphoethanolamine (C15:0 Pe) (pe15_hs_e)
hepdeceth_e	Heptadecanoyl Thanolamide (C17:0) (hepdeceth_e)
hgentis_e	Homogentisate C8H7O4 (hgentis_e)
hmcarn_e	Homocarnosine (hmcarn_e)
hxa_m	Hexanoate (n-C6:0) (hxa_m)
hxa_x	Hexanoate (n-C6:0) (hxa_x)
leuktrB4wcooh_e	W-carboxy leukotriene B4 (leuktrB4wcooh_e)
leuktrB4woh_c	W-hydroxyl leukotriene B4 (leuktrB4woh_c)
Lpipecol_e	L-pipecolic acid; piperidine-2-carboxylic acid (Lpipecol_e)
tetdeca511ac_e	Cia-5,8, Tetradecadienoic Acid (tetdeca511ac_e)
trideceth_e	Tridecanoyl Thanolamide (C13:0) (trideceth_e)
ttdcea_e	Tetradecenoate (n-C14:1) (ttdcea_e)
wharachd_r	W-hydroxyl arachidonic acid (wharachd_r)
acile__L_m	Acetyl Isoleucine (Chemspider Id: 9964364) (acile__L_m)
acile__L_c	Acetyl Isoleucine (Chemspider Id: 9964364) (acile__L_c)
acile__L_e	Acetyl Isoleucine (Chemspider Id: 9964364) (acile__L_e)
acleu__L_m	N-Acetylleucine (acleu__L_m)
acleu__L_c	N-Acetylleucine (acleu__L_c)
acleu__L_e	N-Acetylleucine (acleu__L_e)
achom__L_m	Acetylhomoserine (achom__L_m)
achom__L_c	Acetylhomoserine (achom__L_c)
achom__L_e	Acetylhomoserine (achom__L_e)
phacgly_c	Phenylacetylglycine (phacgly_c)
phacgly_e	Phenylacetylglycine (phacgly_e)
estriol_e	Estriol c (estriol_e)
acglu_e	N-Acetyl-L-glutamate (acglu_e)
CE2510_e	11-cis-eicosenoate (CE2510_e)
3hpppnohgluc_c	3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative Glucuronide (3hpppnohgluc_c)
3hpppnoh_c	3-(3-Hydroxy-Phenyl)Propionate Hydroxy Derivative (3hpppnoh_c)
7klitchol_c	7-Ketolithocholate (7klitchol_c)
pcresol_c	P-Cresol (pcresol_c)
pcs_c	P-Cresol Sulfate (pcs_c)
pcresol_e	P-Cresol (pcresol_e)
pheacgly_e	Phenylacetylglycine (pheacgly_e)
pcs_e	P-Cresol Sulfate (pcs_e)
leuleu_c	Leucylleucine (leuleu_c)
thbpt_e	Tetrahydrobiopterin (thbpt_e)
alaargcys_e	Alanyl-Arginyl-Cysteine (alaargcys_e)
alaarggly_e	Alanyl-Arginyl-Glycine (alaarggly_e)
alaasnleu_e	Alanyl-Asparaginyl-Leucine (alaasnleu_e)
alahisala_e	Alanyl-Histidyl-Alanine (alahisala_e)
alalysthr_e	Alanyl-Lysine-Threonine (alalysthr_e)
argalaala_e	Arginyl-Alanyl-Alanine (argalaala_e)
argalathr_e	Arginyl-Alanyl-Threonine (argalathr_e)
argarglys_e	Arginyl-Arginyl-Lysine (argarglys_e)
argargmet_e	Arginyl-Arginyl-Metheonine (argargmet_e)
argcysser_e	Arginyl-Cystinyl-Serine (argcysser_e)
arggluglu_e	Arginyl-Glutamyl-Glutamate (arggluglu_e)
argglupro_e	Arginyl-Glutamyl-Proline (argglupro_e)
arghisthr_e	Arginyl-Histidyl-Threonine (arghisthr_e)
argpromet_e	Arginyl-Prolyl-Methionine (argpromet_e)
argprothr_e	Arginyl-Prolyl-Threonine (argprothr_e)
argtyrval_e	Argtyrval (argtyrval_e)
asncyscys_e	Asparaginyl-Cysteinyl-Cysteine (asncyscys_e)
asnmetpro_e	Asparaginyl-Methionyl-Proline (asnmetpro_e)
asnpheasp_e	Asparaginyl-Phenylalanyl-Aspartate (asnpheasp_e)
asntyrphe_e	Asparaginyl-Tyrosyl-Phenylalanine (asntyrphe_e)
aspasnglu_e	Aspartyl-Asparaginyl-Glutamate (aspasnglu_e)
aspglutrp_e	Aspartyl-Glutamyl-Tryptophan (aspglutrp_e)
asphispro_e	Aspartyl-Histidyl-Proline (asphispro_e)
asplyshis_e	Aspartyl-Lysyl-Histidine (asplyshis_e)
aspprolys_e	Aspartyl-Prolyl-Lysine (aspprolys_e)
cysaspphe_e	Cystyl-Aspartyl-Phenylalanine (cysaspphe_e)
cyscys_e	Cystyl-Cysteine (cyscys_e)
cysleuthr_e	Cystyl-Leucyl-Threonine (cysleuthr_e)
cystyrasn_e	Cystyl-Tyrosyl-Asparagine (cystyrasn_e)
glnhishis_e	Glutaminyl-Histidyl-Histidine (glnhishis_e)
glnhislys_e	Glutaminyl-Histidyl-Lysine (glnhislys_e)
glnlyslys_e	Glutaminyl-Lysyl-Lysine (glnlyslys_e)
glnlystrp_e	Glutaminyl-Lysyl-Tryptophan (glnlystrp_e)
glnproglu_e	Glutaminyl-Prolyl-Glutamate (glnproglu_e)
gluargleu_e	Glutaminyl-Arginyl-Leucine (gluargleu_e)
gluthr_e	Glutamyl-Threonine (gluthr_e)
gluthrlys_e	Glutamyl-Threonyl-Lysine (gluthrlys_e)
glutrpala_e	Glutamyl-Tryptophanyl-Alanine (glutrpala_e)
glytyrlys_e	Glycyl-Tyrosyl-Lysine (glytyrlys_e)
glyvalhis_e	Glycyl-Valyl-Histidine (glyvalhis_e)
hisargcys_e	Histidyl-Arginyl-Cysteine (hisargcys_e)
hiscyscys_e	Histidyl-Cystyl-Cysteine (hiscyscys_e)
hisglylys_e	Histidyl-Lysyl-Lysine (hisglylys_e)
hishislys_e	Histidyl-Histidyl-Lysine (hishislys_e)
hislysala_e	Histidyl-Lysyl-Alanine (hislysala_e)
hislysthr_e	Histidyl-Lysyl-Threonine (hislysthr_e)
hismet_e	Histidyl-Methionine (hismet_e)
hisphearg_e	Histidyl-Phenylalanyl-Arginine (hisphearg_e)
hisprolys_e	Histidyl-Prolyl-Lysine (hisprolys_e)
histrphis_e	Histidyl-Tryptophanyl-Histidine (histrphis_e)
ileasnhis_e	Isoleucyl-Asparaginyl-Histidine (ileasnhis_e)
ileasp_e	Isolecyl-Aspartate (ileasp_e)
ileprolys_e	Isolecyl-Prolyl-Lysine (ileprolys_e)
leuasplys_e	Leucyl-Aspartyl-Lysine (leuasplys_e)
leuleutrp_e	Leucyl-Leucyl-Tryptophan (leuleutrp_e)
leupro_e	Leucyl-Proline (leupro_e)
leusertrp_e	Leucyl-Seryl-Tryptophan (leusertrp_e)
leutrp_e	Leucyl-Tryptophan (leutrp_e)
leutrparg_e	Leucyl-Tryptophanyl-Arginine (leutrparg_e)
leuval_e	Leucyl-Valine (leuval_e)
lysglnphe_e	Lysyl-Glutaminyl-Phenylalanine (lysglnphe_e)
lysgluglu_e	Lysyl-Glutamyl-Glutamate (lysgluglu_e)
lyslyslys_e	Lysyl-Lysyl-Lysine (lyslyslys_e)
lyspheile_e	Lysyl-Phenylalanyl-Isoleucine (lyspheile_e)
lysvalphe_e	Lysyl-Valyl-Phenylalanine (lysvalphe_e)
metglyarg_e	Methionyl-Glycyl-Arginine (metglyarg_e)
metmetile_e	Methionyl-Methionyl-Isoleucine (metmetile_e)
mettrpphe_e	Methionyl-Tryptophanyl-Phenylalanine (mettrpphe_e)
pheasnmet_e	Phenylalanyl-Asparaginyl-Methionine (pheasnmet_e)
pheasp_e	Phenylalanyl-Aspartate (pheasp_e)
pheleuasp_e	Phenylalanyl-Leucyl-Aspartate (pheleuasp_e)
phelysala_e	Phenylalanyl-Lysyl-Alanine (phelysala_e)
phephe_e	Phenylalanyl-Phenylalanine (phephe_e)
phephethr_e	Phenylalanyl-Phenylalaninyl-Threonine (phephethr_e)
phethrlys_e	Phenylalanyl-Threonyl-Lysine (phethrlys_e)
phetrpleu_e	Phenylalanyl-Tryptophanyl-Leucine (phetrpleu_e)
phetyrgln_e	Phenylalanyl-Tyrosinyl-Glutamine (phetyrgln_e)
prohistyr_e	Prolyl-Histidyl-Tyrosine (prohistyr_e)
proleuarg_e	Prolyl-Leucyl-Arginine (proleuarg_e)
proproarg_e	Prolyl-Prolyl-Arginine (proproarg_e)
protrplys_e	Prolyl-Tryptophanyl-Lysine (protrplys_e)
protrpthr_e	Prolyl-Tryptophanyl-Threonine (protrpthr_e)
serargala_e	Seryl-Arginyl-Alanine (serargala_e)
sercysarg_e	Seryl-Cysteinyl-Arginine (sercysarg_e)
sertrphis_e	Seryl-Tryptophanyl-Histidine (sertrphis_e)
thrasntyr_e	Threonyl-Asparaginyl-Tyrosine (thrasntyr_e)
thrilearg_e	Threonyl-Isoleucyl-Arginine (thrilearg_e)
thrmetarg_e	Threonyl-Methionyl-Arginine (thrmetarg_e)
thrphearg_e	Threonyl-Phenylalanyl-Arginine (thrphearg_e)
thrserarg_e	Threonyl-Seryl-Arginine (thrserarg_e)
thrthrarg_e	Threonyl-Threonyl-Arginine (thrthrarg_e)
trpalapro_e	Tryptophanyl-Alanyl-Proline (trpalapro_e)
trpargala_e	Tryptophanyl-Arginyl-Alanine (trpargala_e)
trpaspasp_e	Tryptophanyl-Aspartyl-Aspartate (trpaspasp_e)
trpglutyr_e	Tryptophanyl-Glutamyl-Tyrosine (trpglutyr_e)
trpiletrp_e	Tryptophanyl-Isoleucyl-Tryptophan (trpiletrp_e)
trplys_e	Tryptophanyl-Lysine (trplys_e)
trpmetval_e	Tryptophanyl-Methionyl-Valine (trpmetval_e)
trpprogly_e	Tryptophanyl-Prolyl-Glycine (trpprogly_e)
trpproleu_e	Tryptophanyl-Prolyl-Leucine (trpproleu_e)
trpsertyr_e	Tryptophanyl-Seryl-Tyrosine (trpsertyr_e)
trpthrile_e	Tryptophanyl-Threonyl-Isoleucine (trpthrile_e)
trpthrtyr_e	Tryptophanyl-Threonyl-Tyrosine (trpthrtyr_e)
trptyrgln_e	Tryptophanyl-Tyrosyl-Glutamine (trptyrgln_e)
tyralaphe_e	Tyrosyl-Alaninyl-Phenylalanine (tyralaphe_e)
tyrargser_e	Tyrosyl-Arginyl-Serine (tyrargser_e)
tyrglu_e	Tyrosyl-Glutamate (tyrglu_e)
tyrtyr_e	Tyrosyl-Tyrosine (tyrtyr_e)
tyrvalmet_e	Tyrosyl-Valyl-Methionine (tyrvalmet_e)
valarggly_e	Valyl-Arginyl-Glycine (valarggly_e)
vallystyr_e	Valyl-Lysyl-Tyrosine (vallystyr_e)
valtrpphe_e	Valyl-Tryptophanyl-Phenylalanine (valtrpphe_e)
valval_e	Valyl-Valine (valval_e)
alalysthr_c	Alanyl-Lysine-Threonine (alalysthr_c)
argalaphe_e	Arginyl-Alanine-Phenylalanine (argalaphe_e)
argalaphe_c	Arginyl-Alanine-Phenylalanine (argalaphe_c)
argargmet_c	Arginyl-Arginyl-Metheonine (argargmet_c)
argcysgly_e	Arginyl-Cystinyl-Glycine (argcysgly_e)
argcysgly_c	Arginyl-Cystinyl-Glycine (argcysgly_c)
arggluglu_c	Arginyl-Glutamyl-Glutamate (arggluglu_c)
argglygly_e	Arginyl-Glycyl-Glycine (argglygly_e)
argglygly_c	Arginyl-Glycyl-Glycine (argglygly_c)
arghisthr_c	Arginyl-Histidyl-Threonine (arghisthr_c)
argleuphe_e	Arginyl-Leucyl-Phenylalanine (argleuphe_e)
argleuphe_c	Arginyl-Leucyl-Phenylalanine (argleuphe_c)
arglysasp_e	Arginyl-Lysyl-Aspartate (arglysasp_e)
arglysasp_c	Arginyl-Lysyl-Aspartate (arglysasp_c)
argpromet_c	Arginyl-Prolyl-Methionine (argpromet_c)
argserser_e	Arginyl-Seryl-Serine (argserser_e)
argserser_c	Arginyl-Seryl-Serine (argserser_c)
argvalcys_e	Arginyl-Valyl-Cysteine (argvalcys_e)
argvalcys_c	Arginyl-Valyl-Cysteine (argvalcys_c)
asnasnarg_e	Asparaginyl-Asparaginyl-Arginine (asnasnarg_e)
asnasnarg_c	Asparaginyl-Asparaginyl-Arginine (asnasnarg_c)
asnmetpro_c	Asparaginyl-Methionyl-Proline (asnmetpro_c)
asnpheasp_c	Asparaginyl-Phenylalanyl-Aspartate (asnpheasp_c)
asntyrgly_e	Asparaginyl-Tyrosyl-Glycine (asntyrgly_e)
asntyrgly_c	Asparaginyl-Tyrosyl-Glycine (asntyrgly_c)
asntyrthr_e	Asparaginyl-Tyrosyl-Threonine (asntyrthr_e)
asntyrthr_c	Asparaginyl-Tyrosyl-Threonine (asntyrthr_c)
aspalaarg_e	Asparaginyl-Alanyl-Arginine (aspalaarg_e)
aspalaarg_c	Asparaginyl-Alanyl-Arginine (aspalaarg_c)
aspasnglu_c	Aspartyl-Asparaginyl-Glutamate (aspasnglu_c)
aspglu_e	Aspartyl-Glutamate (aspglu_e)
aspglu_c	Aspartyl-Glutamate (aspglu_c)
aspglupro_e	Aspartyl-Glutamyl-Proline (aspglupro_e)
aspglupro_c	Aspartyl-Glutamyl-Proline (aspglupro_c)
aspglutrp_c	Aspartyl-Glutamyl-Tryptophan (aspglutrp_c)
asphispro_c	Aspartyl-Histidyl-Proline (asphispro_c)
asplysglu_e	Aspartyl-Lysyl-Glutamate (asplysglu_e)
asplysglu_c	Aspartyl-Lysyl-Glutamate (asplysglu_c)
asplyshis_c	Aspartyl-Lysyl-Histidine (asplyshis_c)
aspmetasp_e	Aspartyl-Methionyl-Aspartate (aspmetasp_e)
aspmetasp_c	Aspartyl-Methionyl-Aspartate (aspmetasp_c)
aspprolys_c	Aspartyl-Prolyl-Lysine (aspprolys_c)
cysasnmet_e	Cystyl-Asparaginyl-Methionine (cysasnmet_e)
cysasnmet_c	Cystyl-Asparaginyl-Methionine (cysasnmet_c)
cysglnmet_e	Cystyl-Glutaminyl-Methionine (cysglnmet_e)
cysglnmet_c	Cystyl-Glutaminyl-Methionine (cysglnmet_c)
cysleuthr_c	Cystyl-Leucyl-Threonine (cysleuthr_c)
cyssermet_e	Cystyl-Seryl-Methionine (cyssermet_e)
cyssermet_c	Cystyl-Seryl-Methionine (cyssermet_c)
cystyrasn_c	Cystyl-Tyrosyl-Asparagine (cystyrasn_c)
glnasngln_e	Glutaminyl-Asparaginyl-Glutamine (glnasngln_e)
glnasngln_c	Glutaminyl-Asparaginyl-Glutamine (glnasngln_c)
glnhishis_c	Glutaminyl-Histidyl-Histidine (glnhishis_c)
glnlyslys_c	Glutaminyl-Lysyl-Lysine (glnlyslys_c)
glnlystrp_c	Glutaminyl-Lysyl-Tryptophan (glnlystrp_c)
glnproglu_c	Glutaminyl-Prolyl-Glutamate (glnproglu_c)
glntyrleu_e	Glutaminyl-Tyrosyl-Leucine (glntyrleu_e)
glntyrleu_c	Glutaminyl-Tyrosyl-Leucine (glntyrleu_c)
gluargleu_c	Glutaminyl-Arginyl-Leucine (gluargleu_c)
gluasnleu_e	Glutaminyl-Asparaginyl-Leucine (gluasnleu_e)
gluasnleu_c	Glutaminyl-Asparaginyl-Leucine (gluasnleu_c)
gluleu_e	Glutamyl-Leucine (gluleu_e)
gluleu_c	Glutamyl-Leucine (gluleu_c)
gluthrlys_c	Glutamyl-Threonyl-Lysine (gluthrlys_c)
glutrpala_c	Glutamyl-Tryptophanyl-Alanine (glutrpala_c)
glyhisasn_e	Glycyl-Histidyl-Asparagine (glyhisasn_e)
glyhisasn_c	Glycyl-Histidyl-Asparagine (glyhisasn_c)
glylyscys_e	Glycyl-Lysyl-Cysteine (glylyscys_e)
glylyscys_c	Glycyl-Lysyl-Cysteine (glylyscys_c)
glylysphe_e	Glycyl-Lysyl-Phenylalanine (glylysphe_e)
glylysphe_c	Glycyl-Lysyl-Phenylalanine (glylysphe_c)
glytyrlys_c	Glycyl-Tyrosyl-Lysine (glytyrlys_c)
glyvalhis_c	Glycyl-Valyl-Histidine (glyvalhis_c)
hisargser_e	Histidyl-Arginyl-Serine (hisargser_e)
hisargser_c	Histidyl-Arginyl-Serine (hisargser_c)
hisasp_e	Histidyl-Aspartate (hisasp_e)
hisasp_c	Histidyl-Aspartate (hisasp_c)
hislysglu_e	Histidyl-Lysyl-Glutamate (hislysglu_e)
hislysglu_c	Histidyl-Lysyl-Glutamate (hislysglu_c)
hislysile_e	Histidyl-Lysyl-Isoleucine (hislysile_e)
hislysile_c	Histidyl-Lysyl-Isoleucine (hislysile_c)
hislysthr_c	Histidyl-Lysyl-Threonine (hislysthr_c)
hislysval_e	Histidyl-Lysyl-Valine (hislysval_e)
hislysval_c	Histidyl-Lysyl-Valine (hislysval_c)
hismetgln_e	Histidyl-Methionyl-Glutamine (hismetgln_e)
hismetgln_c	Histidyl-Methionyl-Glutamine (hismetgln_c)
hisphearg_c	Histidyl-Phenylalanyl-Arginine (hisphearg_c)
hisprolys_c	Histidyl-Prolyl-Lysine (hisprolys_c)
histrphis_c	Histidyl-Tryptophanyl-Histidine (histrphis_c)
ileglnglu_e	Isolecyl-Glutaminyl-Glutamate (ileglnglu_e)
ileglnglu_c	Isolecyl-Glutaminyl-Glutamate (ileglnglu_c)
ileprolys_c	Isolecyl-Prolyl-Lysine (ileprolys_c)
leualaarg_e	Leucyl-Alanyl-Arginine (leualaarg_e)
leualaarg_c	Leucyl-Alanyl-Arginine (leualaarg_c)
leuleutrp_c	Leucyl-Leucyl-Tryptophan (leuleutrp_c)
leupro_c	Leucyl-Proline (leupro_c)
leuproarg_e	Leucyl-Prolyl-Arginine (leuproarg_e)
leuproarg_c	Leucyl-Prolyl-Arginine (leuproarg_c)
leusertrp_c	Leucyl-Seryl-Tryptophan (leusertrp_c)
leutrparg_c	Leucyl-Tryptophanyl-Arginine (leutrparg_c)
lysargleu_e	Lysyl-Arginyl-Leucine (lysargleu_e)
lysargleu_c	Lysyl-Arginyl-Leucine (lysargleu_c)
lyscyshis_e	Lysyl-Cysteinyl-Histidine (lyscyshis_e)
lyscyshis_c	Lysyl-Cysteinyl-Histidine (lyscyshis_c)
lysglnphe_c	Lysyl-Glutaminyl-Phenylalanine (lysglnphe_c)
lyspheile_c	Lysyl-Phenylalanyl-Isoleucine (lyspheile_c)
lystrparg_e	Lysyl-Tryptophanyl-Arginine (lystrparg_e)
lystrparg_c	Lysyl-Tryptophanyl-Arginine (lystrparg_c)
lysvalphe_c	Lysyl-Valyl-Phenylalanine (lysvalphe_c)
metasntyr_e	Methionyl-Asparaginyl-Tyrosine (metasntyr_e)
metasntyr_c	Methionyl-Asparaginyl-Tyrosine (metasntyr_c)
metglyarg_c	Methionyl-Glycyl-Arginine (metglyarg_c)
methislys_e	Methionyl-Histidyl-Lysine (methislys_e)
methislys_c	Methionyl-Histidyl-Lysine (methislys_c)
metmetile_c	Methionyl-Methionyl-Isoleucine (metmetile_c)
metphearg_e	Methionyl-Phenylalanyl-Arginine (metphearg_e)
metphearg_c	Methionyl-Phenylalanyl-Arginine (metphearg_c)
mettrpphe_c	Methionyl-Tryptophanyl-Phenylalanine (mettrpphe_c)
pheasnmet_c	Phenylalanyl-Asparaginyl-Methionine (pheasnmet_c)
pheasp_c	Phenylalanyl-Aspartate (pheasp_c)
pheleu_e	Phenylalanyl-Leucine (pheleu_e)
pheleu_c	Phenylalanyl-Leucine (pheleu_c)
phelysala_c	Phenylalanyl-Lysyl-Alanine (phelysala_c)
phelyspro_e	Phenylalanyl-Lysyl-Proline (phelyspro_e)
phelyspro_c	Phenylalanyl-Lysyl-Proline (phelyspro_c)
phepheasn_e	Phenylalanyl-Phenylalaninyl-Asparagine (phepheasn_e)
phepheasn_c	Phenylalanyl-Phenylalaninyl-Asparagine (phepheasn_c)
phephethr_c	Phenylalanyl-Phenylalaninyl-Threonine (phephethr_c)
phethrlys_c	Phenylalanyl-Threonyl-Lysine (phethrlys_c)
phetrpleu_c	Phenylalanyl-Tryptophanyl-Leucine (phetrpleu_c)
phetyr_e	Phenylalanyl-Tyrosine (phetyr_e)
phetyr_c	Phenylalanyl-Tyrosine (phetyr_c)
procys_e	Prolyl-Cysteine (procys_e)
procys_c	Prolyl-Cysteine (procys_c)
proglnpro_e	Prolyl-Glutaminyl-Proline (proglnpro_e)
proglnpro_c	Prolyl-Glutaminyl-Proline (proglnpro_c)
proglulys_e	Prolyl-Glutamatsyl-Lysine (proglulys_e)
proglulys_c	Prolyl-Glutamatsyl-Lysine (proglulys_c)
prohis_e	Prolyl-Histidine (prohis_e)
prohis_c	Prolyl-Histidine (prohis_c)
prohistyr_c	Prolyl-Histidyl-Tyrosine (prohistyr_c)
prophe_e	Prolyl-Phenylalanine (prophe_e)
prophe_c	Prolyl-Phenylalanine (prophe_c)
proproarg_c	Prolyl-Prolyl-Arginine (proproarg_c)
propropro_e	Prolyl-Prolyl-Proline (propropro_e)
propropro_c	Prolyl-Prolyl-Proline (propropro_c)
protrpthr_c	Prolyl-Tryptophanyl-Threonine (protrpthr_c)
serargala_c	Seryl-Arginyl-Alanine (serargala_c)
serargtrp_e	Seryl-Arginyl-Tryptophan (serargtrp_e)
serargtrp_c	Seryl-Arginyl-Tryptophan (serargtrp_c)
serglyglu_e	Seryl-Glycyl-Glutamate (serglyglu_e)
serglyglu_c	Seryl-Glycyl-Glutamate (serglyglu_c)
serlyshis_e	Seryl-Lysyl-Histidine (serlyshis_e)
serlyshis_c	Seryl-Lysyl-Histidine (serlyshis_c)
sertrphis_c	Seryl-Tryptophanyl-Histidine (sertrphis_c)
thrglnglu_e	Threonyl-Glutaminyl-Glutamate (thrglnglu_e)
thrglnglu_c	Threonyl-Glutaminyl-Glutamate (thrglnglu_c)
thrglntyr_e	Threonyl-Glutaminyl-Tyrosine (thrglntyr_e)
thrglntyr_c	Threonyl-Glutaminyl-Tyrosine (thrglntyr_c)
thrserarg_c	Threonyl-Seryl-Arginine (thrserarg_c)
trpalapro_c	Tryptophanyl-Alanyl-Proline (trpalapro_c)
trpargala_c	Tryptophanyl-Arginyl-Alanine (trpargala_c)
trpaspasp_c	Tryptophanyl-Aspartyl-Aspartate (trpaspasp_c)
trpglngln_e	Tryptophanyl-Glutaminyl-Glutamine (trpglngln_e)
trpglngln_c	Tryptophanyl-Glutaminyl-Glutamine (trpglngln_c)
trpgluleu_e	Tryptophanyl-Glutamyl-Leucine (trpgluleu_e)
trpgluleu_c	Tryptophanyl-Glutamyl-Leucine (trpgluleu_c)
trpglupro_e	Tryptophanyl-Glutamyl-Proline (trpglupro_e)
trpglupro_c	Tryptophanyl-Glutamyl-Proline (trpglupro_c)
trpglutyr_c	Tryptophanyl-Glutamyl-Tyrosine (trpglutyr_c)
trpglyleu_e	Tryptophanyl-Glycyl-Leucine (trpglyleu_e)
trpglyleu_c	Tryptophanyl-Glycyl-Leucine (trpglyleu_c)
trpglyphe_e	Tryptophanyl-Glycyl-Phenylalanine (trpglyphe_e)
trpglyphe_c	Tryptophanyl-Glycyl-Phenylalanine (trpglyphe_c)
trpglyval_e	Tryptophanyl-Glycyl-Valine (trpglyval_e)
trpglyval_c	Tryptophanyl-Glycyl-Valine (trpglyval_c)
trphismet_e	Tryptophanyl-Histidyl-Methionine (trphismet_e)
trphismet_c	Tryptophanyl-Histidyl-Methionine (trphismet_c)
trpilelys_e	Tryptophanyl-Isoleucyl-Lysine (trpilelys_e)
trpilelys_c	Tryptophanyl-Isoleucyl-Lysine (trpilelys_c)
trpleuval_e	Tryptophanyl-Leucyl-Valine (trpleuval_e)
trpleuval_c	Tryptophanyl-Leucyl-Valine (trpleuval_c)
trplys_c	Tryptophanyl-Lysine (trplys_c)
trpmetval_c	Tryptophanyl-Methionyl-Valine (trpmetval_c)
trpprogly_c	Tryptophanyl-Prolyl-Glycine (trpprogly_c)
trpproval_e	Tryptophanyl-Prolyl-Valine (trpproval_e)
trpproval_c	Tryptophanyl-Prolyl-Valine (trpproval_c)
trpsertyr_c	Tryptophanyl-Seryl-Tyrosine (trpsertyr_c)
trpthrile_c	Tryptophanyl-Threonyl-Isoleucine (trpthrile_c)
trptyrgln_c	Tryptophanyl-Tyrosyl-Glutamine (trptyrgln_c)
trptyrtyr_e	Tryptophanyl-Tyrosyl-Tyrosine (trptyrtyr_e)
trptyrtyr_c	Tryptophanyl-Tyrosyl-Tyrosine (trptyrtyr_c)
trpvalasp_e	Tryptophanyl-Valyl-Aspartate (trpvalasp_e)
trpvalasp_c	Tryptophanyl-Valyl-Aspartate (trpvalasp_c)
tyrala_e	Tyrosyl-Alanine (tyrala_e)
tyrala_c	Tyrosyl-Alanine (tyrala_c)
tyrargser_c	Tyrosyl-Arginyl-Serine (tyrargser_c)
tyrasparg_e	Tyrosyl-Aspartyl-Arginine (tyrasparg_e)
tyrasparg_c	Tyrosyl-Aspartyl-Arginine (tyrasparg_c)
tyrcysgly_e	Tyrosyl-Cysteinyl-Glycine (tyrcysgly_e)
tyrcysgly_c	Tyrosyl-Cysteinyl-Glycine (tyrcysgly_c)
tyrcysthr_e	Tyrosyl-Cysteinyl-Threonine (tyrcysthr_e)
tyrcysthr_c	Tyrosyl-Cysteinyl-Threonine (tyrcysthr_c)
tyrleuarg_e	Tyrosyl-Leucyl-Arginine (tyrleuarg_e)
tyrleuarg_c	Tyrosyl-Leucyl-Arginine (tyrleuarg_c)
tyrthr_e	Tyrosyl-Threonine (tyrthr_e)
tyrthr_c	Tyrosyl-Threonine (tyrthr_c)
tyrtrpphe_e	Tyrosyl-Tryptophanyl-Phenylalanine (tyrtrpphe_e)
tyrtrpphe_c	Tyrosyl-Tryptophanyl-Phenylalanine (tyrtrpphe_c)
tyrvalmet_c	Tyrosyl-Valyl-Methionine (tyrvalmet_c)
valarggly_c	Valyl-Arginyl-Glycine (valarggly_c)
valhisasn_e	Valyl-Histidyl-Asparagine (valhisasn_e)
valhisasn_c	Valyl-Histidyl-Asparagine (valhisasn_c)
valleuphe_e	Valyl-Leucyl-Phenylalanine (valleuphe_e)
valleuphe_c	Valyl-Leucyl-Phenylalanine (valleuphe_c)
valphearg_e	Valyl-Phenylalanyl-Arginine (valphearg_e)
valphearg_c	Valyl-Phenylalanyl-Arginine (valphearg_c)
valprotrp_e	Valyl-Prolyl-Tryptophan (valprotrp_e)
valprotrp_c	Valyl-Prolyl-Tryptophan (valprotrp_c)
valtrpphe_c	Valyl-Tryptophanyl-Phenylalanine (valtrpphe_c)
